Customer ID,Product ID,Quantity,Transaction Date
CID0142,SKU0029,2,17-01-2023 07:00
CID0245,SKU0031,3,17-01-2023 08:00
CID0154,SKU0013,2,17-01-2023 09:00
CID0305,SKU0008,4,17-01-2023 10:00
CID0048,SKU0014,2,17-01-2023 11:00
CID0258,SKU0015,4,17-01-2023 12:00
CID0434,SKU0006,4,17-01-2023 13:00
CID0109,SKU0026,2,17-01-2023 14:00
CID0146,SKU0009,4,17-01-2023 15:00
CID0207,SKU0028,4,17-01-2023 16:00
CID0020,SKU0005,1,17-01-2023 17:00
CID0121,SKU0018,1,17-01-2023 18:00
CID0060,SKU0003,3,17-01-2023 19:00
CID0305,SKU0021,2,17-01-2023 20:00
CID0454,SKU0032,3,17-01-2023 21:00
CID0453,SKU0031,3,17-01-2023 22:00
CID0330,SKU0031,2,17-01-2023 23:00
CID0299,SKU0001,3,18-01-2023 00:00
CID0212,SKU0002,2,18-01-2023 01:00
CID0488,SKU0009,1,18-01-2023 02:00
CID0377,SKU0020,4,18-01-2023 03:00
CID0302,SKU0025,1,18-01-2023 04:00
CID0062,SKU0029,4,18-01-2023 05:00
CID0292,SKU0003,2,18-01-2023 06:00
CID0217,SKU0030,4,18-01-2023 07:00
CID0450,SKU0018,2,18-01-2023 08:00
CID0356,SKU0028,4,18-01-2023 09:00
CID0196,SKU0022,2,18-01-2023 10:00
CID0281,SKU0010,4,18-01-2023 11:00
CID0245,SKU0010,2,18-01-2023 12:00
CID0275,SKU0031,1,18-01-2023 13:00
CID0419,SKU0013,3,18-01-2023 14:00
CID0442,SKU0009,2,18-01-2023 15:00
CID0368,SKU0008,1,18-01-2023 16:00
CID0434,SKU0026,2,18-01-2023 17:00
CID0466,SKU0014,4,18-01-2023 18:00
CID0308,SKU0015,4,18-01-2023 19:00
CID0183,SKU0029,1,18-01-2023 20:00
CID0041,SKU0025,2,18-01-2023 21:00
CID0275,SKU0012,4,18-01-2023 22:00
CID0058,SKU0018,1,18-01-2023 23:00
CID0443,SKU0029,1,19-01-2023 00:00
CID0480,SKU0020,4,19-01-2023 01:00
CID0101,SKU0013,3,19-01-2023 02:00
CID0165,SKU0029,4,19-01-2023 03:00
CID0333,SKU0018,2,19-01-2023 04:00
CID0107,SKU0029,3,19-01-2023 05:00
CID0238,SKU0004,2,19-01-2023 06:00
CID0275,SKU0031,3,19-01-2023 07:00
CID0076,SKU0019,4,19-01-2023 08:00
CID0271,SKU0008,3,19-01-2023 09:00
CID0455,SKU0015,4,19-01-2023 10:00
CID0088,SKU0017,3,19-01-2023 11:00
CID0131,SKU0001,4,19-01-2023 12:00
CID0111,SKU0012,1,19-01-2023 13:00
CID0253,SKU0008,2,19-01-2023 14:00
CID0357,SKU0025,3,19-01-2023 15:00
CID0255,SKU0003,4,19-01-2023 16:00
CID0343,SKU0030,2,19-01-2023 17:00
CID0416,SKU0012,4,19-01-2023 18:00
CID0078,SKU0020,2,19-01-2023 19:00
CID0451,SKU0030,1,19-01-2023 20:00
CID0394,SKU0004,1,19-01-2023 21:00
CID0166,SKU0015,4,19-01-2023 22:00
CID0490,SKU0012,1,19-01-2023 23:00
CID0026,SKU0027,1,20-01-2023 00:00
CID0017,SKU0001,2,20-01-2023 01:00
CID0181,SKU0005,2,20-01-2023 02:00
CID0423,SKU0018,3,20-01-2023 03:00
CID0155,SKU0016,3,20-01-2023 04:00
CID0293,SKU0008,4,20-01-2023 05:00
CID0460,SKU0031,1,20-01-2023 06:00
CID0390,SKU0023,3,20-01-2023 07:00
CID0109,SKU0002,3,20-01-2023 08:00
CID0309,SKU0008,2,20-01-2023 09:00
CID0403,SKU0003,4,20-01-2023 10:00
CID0467,SKU0004,2,20-01-2023 11:00
CID0132,SKU0026,3,20-01-2023 12:00
CID0137,SKU0025,2,20-01-2023 13:00
CID0208,SKU0007,3,20-01-2023 14:00
CID0358,SKU0019,4,20-01-2023 15:00
CID0204,SKU0011,3,20-01-2023 16:00
CID0283,SKU0017,1,20-01-2023 17:00
CID0355,SKU0022,2,20-01-2023 18:00
CID0068,SKU0003,3,20-01-2023 19:00
CID0034,SKU0027,1,20-01-2023 20:00
CID0301,SKU0024,4,20-01-2023 21:00
CID0135,SKU0001,4,20-01-2023 22:00
CID0187,SKU0020,1,20-01-2023 23:00
CID0120,SKU0019,2,21-01-2023 00:00
CID0454,SKU0032,1,21-01-2023 01:00
CID0370,SKU0025,2,21-01-2023 02:00
CID0022,SKU0015,1,21-01-2023 03:00
CID0498,SKU0015,4,21-01-2023 04:00
CID0420,SKU0005,2,21-01-2023 05:00
CID0135,SKU0004,1,21-01-2023 06:00
CID0147,SKU0007,3,21-01-2023 07:00
CID0468,SKU0007,4,21-01-2023 08:00
CID0271,SKU0028,1,21-01-2023 09:00
CID0240,SKU0016,1,21-01-2023 10:00
CID0251,SKU0017,2,21-01-2023 11:00
CID0309,SKU0003,4,21-01-2023 12:00
CID0267,SKU0007,4,21-01-2023 13:00
CID0151,SKU0025,2,21-01-2023 14:00
CID0489,SKU0011,2,21-01-2023 15:00
CID0182,SKU0009,4,21-01-2023 16:00
CID0135,SKU0008,4,21-01-2023 17:00
CID0444,SKU0014,3,21-01-2023 18:00
CID0111,SKU0010,4,21-01-2023 19:00
CID0419,SKU0032,3,21-01-2023 20:00
CID0263,SKU0016,4,21-01-2023 21:00
CID0215,SKU0009,4,21-01-2023 22:00
CID0085,SKU0019,3,21-01-2023 23:00
CID0092,SKU0028,1,22-01-2023 00:00
CID0026,SKU0026,4,22-01-2023 01:00
CID0193,SKU0024,1,22-01-2023 02:00
CID0464,SKU0022,1,22-01-2023 03:00
CID0435,SKU0027,2,22-01-2023 04:00
CID0306,SKU0001,4,22-01-2023 05:00
CID0192,SKU0002,3,22-01-2023 06:00
CID0288,SKU0006,4,22-01-2023 07:00
CID0202,SKU0006,1,22-01-2023 08:00
CID0051,SKU0031,1,22-01-2023 09:00
CID0275,SKU0006,1,22-01-2023 10:00
CID0224,SKU0021,3,22-01-2023 11:00
CID0155,SKU0017,3,22-01-2023 12:00
CID0008,SKU0010,2,22-01-2023 13:00
CID0101,SKU0013,4,22-01-2023 14:00
CID0277,SKU0020,2,22-01-2023 15:00
CID0282,SKU0019,2,22-01-2023 16:00
CID0018,SKU0028,2,22-01-2023 17:00
CID0421,SKU0001,4,22-01-2023 18:00
CID0146,SKU0011,4,22-01-2023 19:00
CID0092,SKU0019,1,22-01-2023 20:00
CID0430,SKU0017,4,22-01-2023 21:00
CID0154,SKU0014,4,22-01-2023 22:00
CID0271,SKU0023,1,22-01-2023 23:00
CID0259,SKU0020,2,23-01-2023 00:00
CID0189,SKU0021,4,23-01-2023 01:00
CID0242,SKU0026,4,23-01-2023 02:00
CID0231,SKU0029,2,23-01-2023 03:00
CID0494,SKU0029,4,23-01-2023 04:00
CID0347,SKU0016,2,23-01-2023 05:00
CID0164,SKU0018,2,23-01-2023 06:00
CID0252,SKU0020,2,23-01-2023 07:00
CID0293,SKU0012,4,23-01-2023 08:00
CID0384,SKU0014,1,23-01-2023 09:00
CID0036,SKU0027,2,23-01-2023 10:00
CID0088,SKU0009,4,23-01-2023 11:00
CID0460,SKU0014,2,23-01-2023 12:00
CID0072,SKU0019,3,23-01-2023 13:00
CID0389,SKU0019,4,23-01-2023 14:00
CID0264,SKU0004,4,23-01-2023 15:00
CID0214,SKU0006,3,23-01-2023 16:00
CID0097,SKU0018,3,23-01-2023 17:00
CID0403,SKU0018,4,23-01-2023 18:00
CID0459,SKU0013,1,23-01-2023 19:00
CID0101,SKU0030,2,23-01-2023 20:00
CID0339,SKU0031,3,23-01-2023 21:00
CID0485,SKU0026,1,23-01-2023 22:00
CID0107,SKU0005,2,23-01-2023 23:00
CID0026,SKU0006,3,24-01-2023 00:00
CID0025,SKU0011,2,24-01-2023 01:00
CID0422,SKU0013,2,24-01-2023 02:00
CID0235,SKU0014,4,24-01-2023 03:00
CID0193,SKU0006,2,24-01-2023 04:00
CID0316,SKU0021,2,24-01-2023 05:00
CID0307,SKU0006,3,24-01-2023 06:00
CID0012,SKU0030,1,24-01-2023 07:00
CID0115,SKU0009,1,24-01-2023 08:00
CID0148,SKU0031,2,24-01-2023 09:00
CID0375,SKU0028,3,24-01-2023 10:00
CID0133,SKU0006,3,24-01-2023 11:00
CID0457,SKU0002,4,24-01-2023 12:00
CID0121,SKU0012,1,24-01-2023 13:00
CID0091,SKU0021,2,24-01-2023 14:00
CID0385,SKU0032,1,24-01-2023 15:00
CID0144,SKU0007,1,24-01-2023 16:00
CID0057,SKU0005,1,24-01-2023 17:00
CID0499,SKU0027,4,24-01-2023 18:00
CID0296,SKU0008,1,24-01-2023 19:00
CID0135,SKU0010,3,24-01-2023 20:00
CID0386,SKU0021,4,24-01-2023 21:00
CID0268,SKU0010,4,24-01-2023 22:00
CID0418,SKU0016,2,24-01-2023 23:00
CID0062,SKU0012,4,25-01-2023 00:00
CID0403,SKU0017,1,25-01-2023 01:00
CID0144,SKU0009,3,25-01-2023 02:00
CID0175,SKU0032,3,25-01-2023 03:00
CID0034,SKU0012,1,25-01-2023 04:00
